student_id,age,marks,internal_marks,research_papers,projects,placed
100074,19,51.5,17.5,1,3,1
100075,23,69.4,11.8,0,3,0
100076,21,93.4,26.9,2,2,1
100077,20,69.4,27.2,2,1,0
100078,19,50.4,27.4,0,2,0
100079,22,94.7,22.4,3,1,1
100080,23,80.2,30.0,3,3,1
100081,25,71.2,22.7,0,1,1
100082,21,67.5,27.1,1,3,1
100083,19,85.0,28.0,0,1,1
100084,24,65.5,30.0,1,2,1
100085,23,85.8,23.4,3,1,1
100086,23,78.5,21.7,3,2,1
100087,18,74.9,17.5,0,6,1
100088,20,73.7,30.0,1,3,1
100089,24,69.9,27.1,1,2,1
100090,24,84.5,27.3,0,0,0
100091,21,61.6,30.0,2,3,1
100092,24,52.5,26.6,3,3,0
100093,24,79.4,18.5,1,1,0
100094,21,79.6,24.0,1,0,1
100095,25,77.8,20.1,2,2,1
100096,20,76.9,23.0,2,3,0
100097,19,68.2,23.0,0,3,0
100098,23,81.4,22.1,1,1,1
100099,23,71.5,18.0,2,3,1
100100,19,66.2,30.0,0,4,1
100101,24,68.3,26.5,2,2,1
100102,19,96.2,23.9,0,3,1
100103,24,51.2,28.8,3,4,1
100104,18,78.0,27.4,3,1,1
100105,24,51.9,26.4,2,2,0
100106,24,70.7,28.4,0,1,1
100107,24,66.8,25.7,1,0,1
100108,23,47.0,28.4,2,3,1
100109,21,76.7,28.8,0,3,1
100110,23,67.4,25.8,0,2,1
100111,20,46.8,23.9,2,2,1
100112,24,82.1,30.0,1,1,1
100113,22,89.2,22.6,0,5,1
100114,21,89.9,27.0,2,1,1
100115,22,76.3,27.1,2,1,1
100116,22,72.6,22.0,1,3,1
100117,18,87.9,21.0,1,4,1
100118,19,92.2,23.2,1,1,1
100119,19,85.6,22.5,2,1,1
100120,18,60.7,17.7,1,4,1
100121,21,74.4,21.7,1,3,1
100122,23,77.3,26.3,2,3,1
100123,23,50.3,30.0,1,2,1
100124,21,77.6,27.8,1,5,1
100125,24,99.3,12.0,2,3,1
100126,22,79.7,28.2,2,2,1
100127,18,89.7,22.2,0,6,1
100128,24,74.2,27.3,0,1,0
100129,22,71.1,24.9,2,2,1
100130,23,76.6,24.0,0,3,1
100131,22,62.2,24.5,2,1,0
100132,22,60.4,24.9,0,1,0
100133,18,87.2,30.0,0,3,1
100134,22,88.5,24.9,0,3,1
100135,24,60.1,30.0,1,0,0
100136,20,83.6,29.7,0,1,1
100137,22,71.0,28.3,1,1,1
100138,18,76.1,16.1,1,6,1
100139,20,77.5,30.0,0,4,1
100140,21,83.9,22.7,0,2,1
100141,25,73.0,28.6,3,2,1
100142,19,88.9,20.1,3,2,1
100143,20,75.7,19.1,4,3,1
100144,21,79.5,30.0,1,5,1
100145,25,62.0,20.2,0,4,1
100146,24,97.9,30.0,1,3,1
100147,18,77.6,25.6,1,3,1
100148,19,80.6,22.9,0,5,1
100149,24,52.7,24.8,0,3,1
100150,18,62.1,18.5,1,3,1
100151,24,86.9,24.9,1,1,1
100152,20,75.4,19.6,3,3,1
100153,25,49.0,23.0,0,1,0
100154,20,84.5,29.6,2,1,1
100155,21,65.5,26.3,2,2,1
100156,23,88.9,17.6,1,2,1
100157,19,70.9,29.3,0,1,0
100158,22,74.5,25.0,3,3,1
100159,22,86.1,22.3,2,2,1
100160,24,61.2,28.7,0,1,1
100161,25,60.1,24.2,2,1,1
100162,23,69.6,19.2,1,3,1
100163,21,81.9,30.0,2,0,1
100164,21,56.0,24.9,2,3,1
100165,21,52.0,24.6,1,2,1
100166,24,81.9,23.0,0,0,0
100167,20,64.8,30.0,0,1,1
100168,19,67.3,22.4,1,6,1
100169,20,49.7,17.3,0,4,1
100170,18,63.9,21.6,0,4,1
100171,18,71.9,30.0,1,2,1
100172,18,83.2,29.2,1,3,1
100173,24,62.7,23.7,1,1,1
100174,23,91.9,30.0,1,0,0
100175,23,63.8,28.7,1,2,0
100176,21,63.8,23.7,0,1,1
100177,23,90.4,24.2,0,2,1
100178,19,74.5,26.6,0,8,1
100179,25,65.4,20.8,3,4,1
100180,22,70.1,25.0,1,3,1
100181,25,88.2,26.5,1,1,0
100182,19,89.6,16.6,2,1,1
100183,21,62.2,24.1,2,0,0
100184,23,71.5,23.5,0,3,1
100185,21,73.1,30.0,2,4,1
100186,21,60.2,15.8,1,5,1
100187,19,71.3,23.1,1,2,1
100188,21,72.1,22.6,0,4,1
100189,19,85.7,29.8,0,1,0
100190,20,86.5,24.8,2,4,1
100191,23,68.0,30.0,0,1,0
100192,23,69.4,28.3,2,3,1
100193,22,80.0,22.9,1,4,1
100194,20,65.0,26.2,1,7,1
100195,25,79.1,23.2,2,4,1
100196,18,70.9,29.3,3,5,1
100197,20,60.4,18.3,2,4,1
100198,18,60.5,20.9,0,3,1
100199,20,89.4,27.3,0,2,1
100200,25,70.1,30.0,1,3,1
100201,20,91.7,14.0,0,3,1
100202,25,65.8,30.0,1,3,1
100203,21,75.5,24.3,1,0,1
100204,23,100.0,15.6,0,4,1
100205,21,59.3,10.0,1,2,0
100206,20,49.2,17.4,2,2,1
100207,24,87.4,24.9,0,2,1
100208,25,62.1,24.7,1,2,1
100209,20,71.8,28.2,0,2,1
100210,24,65.0,22.3,3,3,1
100211,20,75.2,19.5,0,2,1
100212,23,60.6,22.9,1,2,1
100213,24,69.8,25.2,0,4,1
100214,21,77.4,26.2,0,0,1
100215,23,59.9,21.1,0,0,0
100216,20,63.6,29.5,1,2,1
100217,18,67.8,21.9,1,6,1
100218,18,54.9,20.7,1,2,1
100219,21,66.9,22.3,3,2,1
100220,25,73.4,30.0,2,2,1
100221,19,67.2,24.3,1,1,0
100222,21,68.7,21.5,1,2,0
100223,23,71.8,29.6,2,3,1
100224,19,64.1,30.0,2,2,1
100225,23,80.3,26.0,1,2,1
100226,20,89.2,30.0,1,1,0
100227,24,66.4,30.0,3,1,1
100228,22,77.8,22.0,2,2,1
100229,22,69.1,25.1,0,5,1
100230,19,76.4,18.6,1,3,1
100231,21,90.8,24.0,2,2,1
100232,24,78.1,21.9,2,3,1
100233,18,50.7,23.0,3,5,1
100234,24,77.4,21.3,0,5,1
100235,21,86.8,23.6,1,1,1
100236,23,69.3,27.7,0,2,1
100237,23,83.9,24.4,0,1,1
100238,21,63.7,15.7,2,3,1
100239,20,54.2,21.3,0,5,1
100240,23,73.7,17.4,2,0,0
100241,19,50.9,26.2,1,3,1
100242,22,69.1,27.5,1,4,1
100243,18,87.4,26.3,1,5,1
100244,23,49.1,21.1,1,1,0
100245,23,56.6,26.2,2,4,1
100246,18,59.6,22.6,2,2,1
100247,24,71.2,19.3,0,3,1
100248,21,67.6,28.7,1,2,0
100249,24,88.8,29.1,2,1,1
100250,18,83.5,29.7,2,6,1
100251,19,77.9,22.0,2,3,1
100252,21,73.7,30.0,4,2,1
100253,19,76.7,22.5,1,1,1
100254,20,61.7,28.3,0,5,1
100255,23,82.3,22.4,1,3,1
100256,19,58.7,23.9,6,0,1
100257,23,82.0,12.9,2,2,1
100258,18,86.2,23.5,0,2,1
100259,19,74.5,25.5,0,2,1
100260,22,69.9,22.9,1,2,1
100261,24,76.8,30.0,2,1,1
100262,19,37.7,19.2,4,2,1
100263,20,75.6,22.2,1,2,1
100264,25,70.6,20.5,0,2,0
100265,25,71.4,22.2,1,1,1
100266,22,80.5,30.0,1,2,1
100267,21,71.1,30.0,1,3,1
100268,20,58.3,21.5,0,2,1
100269,22,70.3,21.4,1,0,0
100270,22,72.8,19.2,1,2,1
100271,20,73.4,30.0,0,4,1
100272,18,73.9,30.0,0,3,1
100273,19,84.5,24.5,3,1,1
100274,25,59.0,18.0,1,7,1
100275,21,74.1,18.5,0,2,0
100276,21,87.5,25.9,1,1,1
100277,21,51.2,27.7,1,3,1
100278,24,74.2,14.7,1,3,1
100279,18,65.0,23.4,1,2,1
100280,18,67.6,30.0,2,3,1
100281,20,61.1,23.9,0,2,0
100282,21,70.0,30.0,0,4,1
100283,23,94.1,28.2,0,2,1
100284,21,56.8,19.6,0,1,0
100285,21,58.0,23.5,0,2,0
100286,25,56.4,24.4,4,2,1
100287,19,92.7,20.2,4,1,1
100288,22,66.5,20.2,1,3,1
100289,22,71.7,30.0,0,2,1
100290,21,67.2,20.1,1,3,1
100291,24,60.7,30.0,0,3,1
100292,20,69.2,22.8,0,1,1
100293,25,100.0,24.9,0,5,1
100294,20,88.7,27.8,2,4,1
100295,22,61.8,22.0,1,2,1
100296,22,79.8,27.8,2,1,1
100297,24,62.0,14.8,1,3,1
100298,21,50.7,27.2,3,2,0
100299,20,84.2,12.7,3,3,1
100300,18,85.9,23.9,1,5,1
100301,20,84.6,29.3,0,2,1
100302,24,66.4,28.1,1,3,1
100303,18,70.0,18.5,0,2,1
100304,25,81.0,19.2,4,4,1
100305,22,76.7,21.6,1,0,1
100306,19,67.3,25.9,0,3,1
100307,20,52.6,14.8,1,2,1
100308,22,73.4,24.9,1,3,1
100309,20,84.9,26.6,0,3,1
100310,18,57.6,23.6,0,1,0
100311,23,79.7,27.6,1,0,1
100312,23,76.0,26.1,1,0,0
100313,18,81.0,22.3,1,1,1
100314,20,82.5,15.3,1,2,1
100315,19,63.7,25.7,0,1,1
100316,23,52.6,20.2,1,2,1
100317,23,65.6,22.1,1,0,1
100318,23,82.7,27.4,0,7,1
100319,25,65.5,30.0,0,2,1
100320,24,63.7,24.8,2,1,1
100321,20,50.1,27.8,1,0,0
100322,18,93.0,17.8,3,2,1
100323,22,81.9,26.2,2,3,1
100324,25,81.2,24.7,0,2,1
100325,25,83.6,30.0,3,2,1
100326,19,78.9,22.3,2,1,1
100327,19,69.1,23.8,1,4,1
100328,18,70.0,30.0,1,4,1
100329,19,66.9,24.5,1,4,1
100330,22,100.0,19.5,2,2,1
100331,22,78.7,30.0,0,3,0
100332,20,66.4,19.6,1,4,1
100333,20,77.6,24.7,1,0,0
100334,24,59.9,26.7,1,3,1
100335,21,90.1,26.3,1,1,1
100336,24,64.1,24.1,0,2,1
100337,25,78.0,24.1,1,6,1
100338,20,84.8,23.8,2,3,1
100339,19,76.6,19.4,0,1,1
100340,25,73.1,30.0,1,2,1
100341,23,72.1,23.9,0,2,1
100342,20,71.3,28.0,1,3,1
100343,22,65.1,23.3,0,5,1
100344,22,66.6,23.2,1,1,1
100345,25,89.8,22.7,0,1,1
100346,20,70.7,17.3,2,2,1
100347,25,62.6,24.2,0,3,1
100348,25,65.8,23.0,1,0,1
100349,19,85.2,30.0,1,1,1
100350,19,80.1,19.0,2,2,1
100351,22,78.7,22.1,0,2,0
100352,18,68.9,20.5,0,5,1
100353,20,78.9,30.0,0,0,1
100354,21,64.3,20.7,2,3,1
100355,25,68.9,27.8,0,3,1
100356,25,83.6,29.9,2,2,1
100357,19,82.5,24.3,2,1,1
100358,25,60.2,18.1,1,2,1
100359,18,61.7,18.2,0,1,0
100360,23,73.3,29.3,1,3,1
100361,24,92.7,18.7,2,2,1
100362,25,49.0,27.0,1,1,0
100363,19,75.3,25.6,0,4,1
100364,25,55.5,26.9,1,2,0
100365,18,64.4,27.4,1,1,1
100366,22,67.6,20.3,2,2,1
100367,21,67.0,20.1,2,3,0
100368,20,65.6,28.6,1,3,1
100369,18,72.1,21.9,0,1,1
100370,24,65.6,11.2,1,6,1
100371,20,54.5,28.2,2,3,1
100372,23,81.4,19.8,0,2,0
100373,21,81.0,27.3,0,1,0
100374,20,82.1,30.0,0,4,1
100375,25,53.5,25.1,1,1,0
100376,18,75.6,30.0,2,3,1
100377,23,80.1,25.8,0,3,1
100378,23,59.6,30.0,0,5,1
100379,21,72.1,19.7,2,4,1
100380,20,70.6,25.0,2,3,1
100381,18,94.1,28.4,1,1,1
100382,25,95.1,24.0,1,2,1
100383,25,52.0,30.0,0,1,1
100384,19,100.0,22.8,0,0,0
100385,18,61.0,30.0,2,4,0
100386,18,83.8,30.0,1,4,1
100387,18,83.6,26.4,0,1,1
100388,24,60.1,27.8,1,3,1
100389,25,77.9,30.0,2,2,1
100390,19,70.7,19.1,4,2,1
100391,23,78.7,18.4,0,1,0
100392,19,74.8,30.0,1,3,1
100393,20,86.4,26.4,2,3,1
100394,22,72.9,23.9,0,0,1
100395,23,70.0,25.1,2,3,1
100396,24,85.2,13.1,0,2,1
100397,18,79.0,24.0,3,1,1
100398,19,80.8,21.2,3,4,1
100399,20,64.0,29.6,1,4,1
100400,20,59.5,30.0,2,3,1
100401,25,65.2,27.9,3,0,1
100402,24,64.6,27.0,1,3,1
100403,20,81.4,17.5,2,2,1
100404,25,83.7,28.0,2,3,1
100405,21,70.1,28.1,1,2,1
100406,22,89.2,30.0,2,4,1
100407,21,88.4,30.0,1,2,1
100408,19,74.9,16.5,0,4,1
100409,25,62.1,23.1,1,1,0
100410,18,90.9,21.3,2,3,1
100411,19,71.3,25.9,2,5,1
100412,19,73.5,25.1,2,1,1
100413,20,67.9,23.8,0,0,1
100414,19,61.3,30.0,1,2,1
100415,18,54.4,19.5,2,1,1
100416,23,79.6,19.8,2,8,1
100417,25,62.6,19.9,2,2,1
100418,18,100.0,23.2,2,7,1
100419,20,59.0,18.9,2,0,1
100420,22,56.9,24.8,1,4,1
100421,25,78.1,24.2,0,5,1
100422,23,90.4,21.1,0,1,0
100423,24,72.8,29.4,1,0,1
100424,22,78.9,24.7,0,1,1
100425,21,49.9,30.0,1,3,1
100426,19,63.9,24.0,0,2,0
100427,24,59.1,24.9,0,6,1
100428,24,49.3,22.2,3,2,1
100429,18,73.4,25.0,2,2,1
100430,23,45.1,28.6,0,3,1
100431,18,56.1,22.9,1,4,1
100432,23,65.6,27.6,0,7,1
100433,24,62.0,20.9,2,4,1
100434,19,76.8,28.8,0,0,1
100435,21,75.7,22.1,3,2,1
100436,18,82.7,29.3,1,2,1
100437,22,81.0,25.3,3,2,1
100438,25,85.7,30.0,2,4,1
100439,18,72.0,19.2,0,2,1
100440,21,75.6,17.6,2,2,1
100441,25,78.1,21.9,1,5,1
100442,20,73.7,18.1,0,2,1
100443,19,67.2,18.1,0,1,0
100444,21,68.0,28.1,0,1,1
100445,22,62.2,25.0,0,3,1
100446,23,77.1,22.6,1,2,1
100447,20,70.9,23.1,0,0,1
100448,25,64.0,22.0,1,6,1
100449,22,64.1,30.0,1,2,1
100450,20,57.5,21.3,0,3,1
100451,25,83.7,18.4,1,3,1
100452,25,72.9,29.0,0,3,1
100453,21,61.6,23.9,0,8,1
100454,18,81.7,30.0,1,3,1
100455,22,65.3,22.4,1,3,1
100456,22,55.1,29.2,0,2,1
100457,19,84.3,30.0,1,0,1
100458,23,65.6,22.4,0,2,1
100459,24,67.1,21.3,1,4,1
100460,18,72.5,28.7,1,1,1
100461,23,85.7,27.9,2,1,1
100462,19,72.2,17.9,0,2,1
100463,23,57.6,19.4,2,4,1
100464,21,78.5,12.3,1,1,1
100465,18,66.2,28.0,1,0,0
100466,25,94.7,23.7,1,2,1
100467,19,72.0,24.2,1,2,1
100468,22,45.2,16.5,4,4,1
100469,19,76.3,19.5,1,1,1
100470,25,95.3,22.6,2,3,1
100471,23,90.9,21.6,2,3,1
100472,24,94.0,25.6,2,2,1
100473,21,59.8,27.9,3,1,0
100474,21,82.9,30.0,2,1,1
100475,23,63.3,24.9,3,1,1
100476,24,74.7,30.0,2,1,0
100477,24,56.7,20.9,1,0,1
100478,18,64.3,16.6,0,2,1
100479,23,63.9,23.2,3,5,1
100480,18,82.8,17.0,1,0,1
100481,20,81.6,25.1,1,0,0
100482,24,75.3,21.1,1,2,1
100483,20,55.8,15.2,2,6,1
100484,24,68.3,30.0,1,5,1
100485,21,63.0,22.3,2,2,1
100486,19,82.4,16.8,2,3,1
100487,20,86.1,29.5,2,1,1
100488,22,84.7,21.4,1,3,1
100489,24,62.9,30.0,2,0,0
100490,22,39.1,21.3,3,3,1
100491,25,50.8,22.3,0,1,0
100492,24,89.1,26.7,1,0,1
100493,24,67.2,28.0,1,2,1
100494,22,63.0,28.8,1,3,1
100495,20,91.7,24.6,1,2,1
100496,21,87.2,27.6,1,1,1
100497,18,72.3,28.7,1,3,1
100498,20,68.5,26.0,1,1,1
100499,25,70.4,24.3,2,2,1
100500,21,74.7,17.8,0,4,1
100501,18,91.2,28.0,1,0,1
100502,23,77.1,25.2,1,2,1
100503,25,80.7,22.9,3,2,1
100504,24,86.0,30.0,3,0,1
100505,20,58.0,17.9,3,1,1
100506,21,81.1,30.0,1,2,1
100507,22,68.5,24.9,1,2,1
100508,19,41.8,26.6,1,4,1
100509,20,46.5,23.0,0,2,0
100510,19,59.8,16.7,0,1,0
100511,25,78.4,24.3,0,1,1
100512,23,73.4,26.7,2,2,1
100513,24,74.2,28.4,2,4,1
100514,24,95.4,24.0,1,1,1
100515,25,56.8,14.0,0,4,1
100516,18,71.7,17.3,2,4,0
100517,25,75.7,30.0,1,8,1
100518,18,63.2,19.5,1,3,1
100519,21,72.3,30.0,1,2,1
100520,22,52.8,20.3,1,1,1
100521,20,88.9,24.1,0,2,0
100522,19,63.8,28.1,1,3,1
100523,19,96.4,20.9,2,5,1
100524,24,71.6,30.0,2,3,1
100525,20,84.3,25.4,2,4,1
100526,20,71.4,27.3,0,4,1
100527,25,71.6,23.7,0,3,1
100528,19,65.0,28.3,2,3,1
100529,25,73.4,30.0,2,8,1
100530,25,75.8,24.3,3,2,1
100531,22,62.6,30.0,0,4,1
100532,19,70.5,21.9,0,2,1
100533,19,64.7,28.8,1,0,0
100534,20,99.6,27.4,1,2,1
100535,22,70.9,19.7,1,5,1
100536,19,90.5,26.1,1,3,1
100537,21,69.7,25.0,3,5,1
100538,18,75.1,20.7,4,1,0
100539,22,56.1,26.8,1,1,0
100540,18,66.6,25.7,1,1,1
100541,23,74.5,24.6,1,0,1
100542,18,91.0,24.7,2,3,1
100543,19,74.7,24.5,0,3,1
100544,19,88.6,23.2,2,2,1
100545,24,79.7,25.7,1,4,1
100546,18,91.5,21.8,1,1,1
100547,21,71.3,30.0,1,4,1
100548,22,100.0,18.0,2,2,1
100549,22,66.2,22.1,1,3,0
100550,23,62.8,22.5,3,1,0
100551,24,57.5,30.0,3,1,1
100552,21,100.0,18.4,1,1,1
100553,24,81.8,27.1,2,4,1
100554,20,68.0,26.2,1,1,0
100555,25,87.0,26.7,2,2,1
100556,22,80.3,30.0,1,2,1
100557,23,95.6,30.0,2,1,1
100558,25,53.4,22.7,1,2,1
100559,24,68.8,26.0,0,2,1
100560,24,66.4,15.7,2,2,1
100561,22,48.3,25.5,4,4,1
100562,18,84.7,21.0,3,0,0
100563,21,68.8,24.1,1,4,1
100564,19,80.9,16.6,0,2,1
100565,25,100.0,27.0,1,2,1
100566,19,67.8,16.5,4,2,1
100567,19,66.9,25.7,1,5,1
100568,19,73.4,18.9,2,4,1
100569,23,83.8,20.8,0,6,1
100570,22,65.2,30.0,1,4,1
100571,25,64.4,27.9,1,0,0
100572,21,84.7,30.0,4,3,1
100573,20,76.5,30.0,3,2,1
100574,18,47.5,21.1,0,5,0
100575,18,57.3,30.0,2,1,1
100576,20,90.0,17.7,1,6,1
100577,25,76.8,28.7,1,4,1
100578,22,62.9,22.5,1,4,1
100579,25,70.0,20.3,0,2,0
100580,18,72.2,28.1,1,3,1
100581,18,80.8,29.7,1,4,1
100582,24,55.7,29.6,2,1,1
100583,18,61.9,26.1,0,2,1
100584,18,75.3,25.7,6,3,1
100585,21,70.8,27.6,3,6,1
100586,25,78.9,26.5,1,3,1
100587,23,57.2,27.7,2,2,0
100588,18,76.3,26.0,0,3,1
100589,24,85.1,29.2,1,3,1
100590,24,77.8,16.9,1,1,0
100591,24,73.7,24.3,2,7,1
100592,25,70.8,18.1,1,2,1
100593,19,62.0,26.4,1,1,1
100594,25,71.1,30.0,1,4,1
100595,20,87.1,22.6,2,1,1
100596,24,70.6,25.6,1,5,1
100597,22,61.3,28.8,3,1,1
100598,24,66.1,14.7,1,2,1
100599,23,74.4,22.4,3,4,1
100600,23,67.5,26.8,1,0,0
100601,22,77.8,10.5,3,2,1
100602,24,78.3,20.1,1,1,0
100603,23,82.7,30.0,0,1,1
100604,19,89.1,30.0,0,3,1
100605,24,84.0,26.9,0,4,1
100606,22,60.8,29.4,0,1,1
100607,20,61.2,26.1,1,2,0
100608,22,71.1,27.8,1,2,1
100609,25,66.6,23.4,4,4,1
100610,24,58.3,25.6,2,3,1
100611,24,66.7,21.8,1,1,0
100612,21,66.3,30.0,0,5,1
100613,24,63.9,30.0,1,3,1
100614,21,68.2,30.0,1,1,1
100615,23,86.1,23.0,0,1,1
100616,23,74.4,20.2,1,8,1
100617,19,100.0,30.0,1,4,1
100618,20,74.0,27.7,0,3,1
100619,18,68.5,26.6,0,2,1
100620,19,72.0,21.8,1,1,1
100621,21,75.1,27.1,1,2,1
100622,21,77.2,19.6,2,3,1
100623,19,96.9,28.2,2,2,1
100624,21,61.9,30.0,2,5,1
100625,22,82.3,30.0,0,3,1
100626,19,74.5,28.5,3,2,1
100627,20,53.1,18.1,1,1,1
100628,20,81.2,26.0,1,1,1
100629,22,87.2,30.0,2,2,1
100630,20,61.7,20.7,0,1,0
100631,23,71.9,24.7,1,3,1
100632,20,51.3,30.0,1,1,1
100633,21,56.9,28.1,1,2,1
100634,21,84.6,30.0,1,2,1
100635,19,66.4,21.3,1,4,1
100636,23,58.7,20.1,2,3,1
100637,19,74.8,30.0,2,2,1
100638,20,65.7,19.0,4,1,1
100639,24,66.4,24.0,1,3,1
100640,25,80.9,24.7,1,3,1
100641,23,58.1,30.0,2,1,1
100642,25,61.1,28.1,2,2,0
100643,24,73.8,27.3,2,3,1
100644,21,83.6,23.0,2,3,1
100645,24,86.9,30.0,2,2,1
100646,20,64.0,30.0,2,2,1
100647,21,83.2,28.5,3,2,0
100648,22,62.6,25.5,3,1,1
100649,25,93.9,18.5,1,2,1
100650,24,58.4,21.8,3,6,1
100651,21,87.9,23.9,0,1,1
100652,23,64.1,22.3,2,0,0
100653,19,96.2,24.9,1,3,1
100654,24,79.1,30.0,2,2,1
100655,22,59.8,30.0,2,2,1
100656,22,65.7,24.2,1,3,1
100657,24,81.4,19.0,0,2,1
100658,23,84.6,30.0,1,5,1
100659,18,71.2,24.8,2,2,1
100660,20,72.5,16.4,5,1,1
100661,19,81.1,28.6,1,1,1
100662,23,73.6,30.0,2,4,1
100663,18,56.5,12.9,3,1,1
100664,19,62.2,20.9,2,3,1
100665,22,74.8,24.4,0,1,0
100666,23,86.6,28.7,2,0,1
100667,22,91.4,22.4,0,1,1
100668,24,81.4,20.8,1,1,1
100669,25,75.4,28.6,3,2,1
100670,19,81.0,22.7,1,3,1
100671,25,64.0,27.7,4,2,1
100672,22,70.2,19.4,1,1,0
100673,23,62.1,18.2,2,1,0
100674,18,57.0,28.8,1,7,1
100675,22,76.0,26.3,0,4,1
100676,23,74.2,29.6,2,4,1
100677,22,80.3,22.3,1,2,1
100678,18,78.6,21.0,0,1,1
100679,22,74.9,30.0,0,1,0
100680,25,78.7,17.4,1,4,1
100681,23,71.5,30.0,1,2,1
100682,19,77.0,30.0,1,5,1
100683,25,63.3,29.3,0,1,1
100684,25,76.4,21.6,2,2,1
100685,19,80.0,20.9,1,4,1
100686,24,64.0,23.9,2,3,0
100687,21,72.6,18.5,1,5,0
100688,22,64.5,20.2,2,2,0
100689,21,65.7,28.2,0,2,1
100690,24,58.5,28.2,0,0,1
100691,25,87.2,19.8,4,2,1
100692,24,84.8,28.4,5,3,1
100693,25,78.4,27.3,2,2,1
100694,25,95.7,30.0,1,5,1
100695,18,69.7,27.8,1,2,1
100696,20,100.0,30.0,2,1,1
100697,23,69.3,27.4,0,1,1
100698,22,75.1,29.9,1,3,1
100699,18,67.2,18.6,1,1,1
100700,18,76.5,24.4,2,4,1
100701,22,82.0,24.8,3,4,1
100702,22,70.6,23.8,1,2,1
100703,19,93.3,27.2,3,5,1
100704,19,74.9,28.2,0,2,1
100705,19,75.2,27.0,2,1,1
100706,22,61.1,24.1,2,2,1
100707,18,77.0,21.3,0,1,1
100708,22,70.4,30.0,0,2,0
100709,21,64.7,26.7,3,2,1
100710,21,62.7,19.9,2,4,1
100711,23,100.0,24.0,2,1,1
100712,22,68.8,16.3,1,1,1
100713,23,54.5,25.2,1,0,0
100714,24,63.6,24.0,1,2,1
100715,25,71.4,22.1,1,4,1
100716,24,78.6,30.0,0,1,0
100717,22,78.7,19.2,1,0,1
100718,21,80.1,28.5,0,3,1
100719,19,64.3,30.0,0,1,1
100720,22,76.1,30.0,0,3,1
100721,19,61.5,24.8,2,2,1
100722,25,64.6,19.3,1,5,1
100723,24,61.0,18.2,1,5,0
100724,18,57.7,22.9,1,4,1
100725,24,84.8,21.6,1,3,1
100726,18,80.3,21.4,3,1,1
100727,23,83.7,23.4,2,1,1
100728,18,72.5,24.5,2,2,1
100729,21,81.3,27.4,1,3,1
100730,23,50.9,18.8,1,3,1
100731,23,82.4,21.6,0,3,1
100732,21,74.1,24.2,2,1,0
100733,25,79.5,24.0,6,2,1
100734,24,76.6,30.0,1,4,1
