student_id,age,marks,internal_marks,research_papers,projects,placed
100108,23,53.0,25.4,2,3,0
100109,21,53.0,30.0,1,2,0
100110,23,70.2,23.3,0,2,0
100111,20,55.5,25.9,0,2,0
100112,24,61.7,25.3,0,1,0
100113,22,72.5,25.3,1,1,0
100114,21,87.3,23.3,1,4,1
100115,22,72.1,19.5,2,2,1
100116,22,55.7,23.0,2,4,1
100117,18,50.1,30.0,0,3,0
100118,19,73.4,29.9,2,3,0
100119,19,64.5,22.5,1,2,0
100120,18,73.4,30.0,0,2,1
100121,21,69.5,16.5,0,3,0
100122,23,71.2,25.5,1,1,0
100123,23,86.4,16.5,0,0,0
100124,21,84.6,30.0,0,2,0
100125,24,76.4,20.5,0,3,0
100126,22,61.3,29.6,0,4,1
100127,18,65.4,29.8,1,3,0
100128,24,81.2,30.0,1,1,0
100129,22,87.6,24.5,1,5,1
100130,23,56.7,13.5,1,4,0
100131,22,90.3,25.9,1,3,0
100132,22,62.6,23.3,1,5,0
100133,18,80.0,24.0,0,3,0
100134,22,100.0,21.5,3,2,0
100135,24,52.9,20.0,0,0,0
100136,20,78.1,18.8,0,6,1
100137,22,68.2,26.4,0,5,0
100138,18,77.4,23.5,2,3,0
100139,20,64.6,20.5,2,1,0
100140,21,42.2,20.4,1,1,0
100141,25,63.0,21.4,0,6,1
100142,19,76.2,16.0,1,0,0
100143,20,88.2,24.1,3,2,1
100144,21,76.9,23.2,0,3,0
100145,25,89.7,17.9,1,1,0
100146,24,66.1,26.0,3,2,0
100147,18,65.1,22.6,2,4,0
100148,19,76.1,27.4,1,3,1
100149,24,67.5,30.0,0,4,0
100150,18,85.5,22.6,1,1,0
100151,24,55.1,30.0,0,3,1
100152,20,82.4,23.9,0,4,0
100153,25,86.5,28.7,1,2,0
100154,20,76.4,28.0,1,0,0
100155,21,83.0,19.3,1,4,0
100156,23,64.2,25.7,2,2,0
100157,19,62.0,26.4,1,1,1
100158,22,76.2,29.0,0,2,1
100159,22,63.3,25.1,1,3,0
100160,24,75.6,25.1,1,0,0
100161,25,75.6,19.7,0,5,0
100162,23,71.2,26.3,4,3,0
100163,21,75.4,19.2,2,3,0
100164,21,79.6,24.7,3,4,0
100165,21,70.8,26.1,2,2,0
100166,24,66.3,30.0,3,2,1
100167,20,81.9,15.6,1,3,0
100168,19,75.3,30.0,0,7,1
100169,20,77.4,30.0,1,1,1
100170,18,79.0,24.7,1,1,0
100171,18,73.8,28.1,4,1,0
100172,18,67.9,22.9,1,0,0
100173,24,64.6,18.5,3,1,0
100174,23,70.9,30.0,2,2,0
100175,23,77.8,25.5,0,4,1
100176,21,78.3,27.5,2,1,0
100177,23,73.7,14.8,1,3,0
100178,19,76.2,25.6,2,5,1
100179,25,58.7,18.8,2,0,0
100180,22,66.4,30.0,0,3,0
100181,25,80.1,27.1,1,3,0
100182,19,62.0,28.3,1,3,0
100183,21,73.7,17.8,0,2,0
100184,23,72.6,29.4,0,3,1
100185,21,70.6,25.7,0,4,0
100186,21,80.1,30.0,1,2,1
100187,19,74.7,28.8,1,2,0
100188,21,57.6,30.0,0,1,0
100189,19,78.2,24.1,1,1,0
100190,20,65.9,29.5,1,3,0
100191,23,55.6,25.1,0,6,0
100192,23,80.9,19.3,1,3,0
100193,22,57.8,26.9,0,1,0
100194,20,67.7,19.6,2,1,0
100195,25,75.5,26.5,1,1,0
100196,18,71.1,21.4,2,4,0
100197,20,64.5,23.5,2,4,0
100198,18,60.1,19.6,2,3,1
100199,20,62.9,30.0,1,4,0
100200,25,59.1,21.2,2,4,0
100201,20,70.5,24.2,1,1,0
100202,25,65.5,23.7,2,4,1
100203,21,55.5,25.0,2,0,0
100204,23,68.5,20.1,3,3,0
100205,21,64.3,24.6,0,3,0
100206,20,75.2,25.9,2,2,0
100207,24,76.3,26.0,1,0,0
100208,25,88.1,30.0,3,5,1
100209,20,79.8,28.2,2,2,1
100210,24,58.9,30.0,0,1,0
100211,20,45.9,25.1,3,0,0
100212,23,53.8,24.7,0,4,0
100213,24,66.0,20.1,0,1,0
100214,21,52.7,22.5,1,1,1
100215,23,64.6,26.0,2,4,0
100216,20,72.4,24.2,0,4,0
100217,18,65.2,30.0,2,4,0
100218,18,75.3,24.8,1,2,0
100219,21,64.7,20.1,2,1,0
100220,25,62.9,19.3,0,2,0
100221,19,92.5,30.0,0,1,0
100222,21,71.6,27.2,1,1,0
100223,23,73.3,20.7,2,4,0
100224,19,82.1,30.0,0,4,1
100225,23,82.5,23.5,1,8,1
100226,20,67.6,16.8,1,5,0
100227,24,84.6,20.2,0,3,1
100228,22,66.6,24.0,1,3,0
100229,22,84.2,23.6,1,5,1
100230,19,57.2,26.4,1,5,0
100231,21,68.3,30.0,0,0,0
100232,24,74.7,23.2,1,3,0
100233,18,76.3,25.0,3,1,0
100234,24,61.9,21.6,1,3,0
100235,21,52.2,25.4,4,2,0
100236,23,77.5,30.0,1,3,0
100237,23,69.5,18.0,0,1,0
100238,21,67.3,14.4,1,0,0
100239,20,91.9,19.3,1,2,0
100240,23,68.5,18.7,2,2,0
100241,19,65.8,26.0,0,2,0
100242,22,50.4,30.0,2,4,0
100243,18,59.0,26.0,1,0,0
100244,23,82.5,28.1,1,3,0
100245,23,63.3,25.5,1,1,0
100246,18,79.5,23.2,1,1,0
100247,24,56.5,26.2,0,3,0
100248,21,61.6,18.1,0,1,0
100249,24,61.3,30.0,2,2,0
100250,18,77.7,24.0,1,4,0
100251,19,69.5,22.6,1,0,0
100252,21,58.7,20.8,3,3,0
100253,19,80.6,24.9,0,5,0
100254,20,77.9,27.0,3,2,1
100255,23,76.1,25.6,1,5,0
100256,19,75.5,25.2,1,4,1
100257,23,61.8,22.0,2,3,0
100258,18,87.1,25.5,2,2,0
100259,19,70.8,30.0,1,1,0
100260,22,75.2,23.0,1,3,1
100261,24,76.6,30.0,0,2,0
100262,19,60.7,23.2,2,3,0
100263,20,94.8,24.7,2,4,0
100264,25,71.7,30.0,2,2,0
100265,25,72.4,12.8,4,2,0
100266,22,67.0,28.5,0,2,0
100267,21,85.8,20.7,1,2,0
100268,20,86.3,24.8,0,2,0
100269,22,73.9,26.3,2,0,0
100270,22,54.4,30.0,2,3,0
100271,20,70.0,25.8,1,3,0
100272,18,71.2,26.6,1,1,1
100273,19,66.6,19.7,1,4,1
100274,25,60.2,19.5,3,6,0
100275,21,53.3,26.1,0,4,0
100276,21,89.7,27.9,0,4,0
100277,21,80.9,30.0,0,2,0
100278,24,72.4,27.0,1,2,1
100279,18,64.2,21.7,1,3,0
100280,18,76.3,25.5,1,0,0
100281,20,74.4,22.4,1,0,0
100282,21,67.2,20.3,0,3,0
100283,23,76.7,21.4,0,3,0
100284,21,78.1,17.9,1,1,0
100285,21,80.2,19.9,1,4,1
100286,25,61.3,17.3,0,2,0
100287,19,77.2,28.8,1,2,1
100288,22,86.1,18.3,0,1,0
100289,22,75.6,21.4,1,6,1
100290,21,98.5,22.0,1,2,1
100291,24,69.8,27.6,1,4,1
100292,20,51.4,26.2,2,0,0
100293,25,61.8,26.0,0,3,0
100294,20,64.0,16.5,0,0,0
100295,22,78.7,25.8,2,8,1
100296,22,82.0,22.7,1,2,0
100297,24,73.6,20.0,4,0,0
100298,21,75.5,23.4,1,7,1
100299,20,95.0,21.5,0,1,0
100300,18,62.0,14.0,0,1,0
100301,20,71.1,27.3,2,3,0
100302,24,66.6,17.2,1,4,0
100303,18,57.9,30.0,0,1,0
100304,25,47.7,15.5,0,0,0
100305,22,87.6,28.9,5,7,1
100306,19,62.8,24.2,0,3,0
100307,20,69.0,30.0,0,1,0
100308,22,77.2,17.1,1,3,0
100309,20,57.7,30.0,0,5,0
100310,18,62.0,29.8,3,2,0
100311,23,71.7,24.4,0,1,0
100312,23,66.7,30.0,2,2,0
100313,18,56.7,20.1,1,5,0
100314,20,79.3,27.2,3,0,0
100315,19,66.4,21.6,1,3,0
100316,23,73.6,24.5,1,3,1
100317,23,72.7,28.7,1,3,1
100318,23,83.6,23.5,1,4,1
100319,25,76.2,21.9,0,1,0
100320,24,61.6,23.2,3,6,1
100321,20,85.9,23.6,1,2,0
100322,18,66.3,24.6,1,3,0
100323,22,62.2,27.6,1,1,0
100324,25,60.5,25.7,0,3,0
100325,25,43.9,28.8,0,6,0
100326,19,64.7,25.1,0,1,0
100327,19,76.8,15.4,0,1,1
100328,18,55.7,24.3,2,1,0
100329,19,92.5,28.9,2,3,1
100330,22,45.1,30.0,0,4,0
100331,22,62.6,13.7,0,4,0
100332,20,54.1,23.8,1,3,0
100333,20,83.0,28.6,0,3,0
100334,24,79.8,23.2,2,3,0
100335,21,68.8,17.8,0,4,0
100336,24,54.9,23.5,0,4,1
100337,25,57.6,25.8,0,1,0
100338,20,75.0,27.3,1,1,0
100339,19,63.9,14.2,1,3,0
100340,25,65.3,28.2,0,3,0
100341,23,71.1,28.4,0,2,0
100342,20,67.0,25.1,2,4,0
100343,22,51.0,20.9,0,2,0
100344,22,56.0,30.0,1,0,0
100345,25,56.3,23.2,0,3,0
100346,20,63.3,25.8,2,2,0
100347,25,73.1,26.4,1,8,1
100348,25,72.6,28.6,1,4,1
100349,19,86.2,25.0,4,2,0
100350,19,55.1,25.5,0,4,0
100351,22,75.7,24.7,1,3,1
100352,18,62.6,18.2,0,3,0
100353,20,95.7,17.4,2,3,0
100354,21,70.7,28.8,2,4,0
100355,25,65.3,25.1,0,1,0
100356,25,75.3,25.3,2,3,0
100357,19,74.4,29.9,3,3,1
100358,25,67.4,24.1,1,2,0
100359,18,79.1,29.5,1,3,1
100360,23,90.1,20.3,1,3,0
100361,24,83.0,30.0,2,1,0
100362,25,70.2,30.0,1,2,0
100363,19,93.3,30.0,2,1,0
100364,25,77.8,30.0,0,5,0
100365,18,58.8,25.1,4,0,0
100366,22,72.7,30.0,2,2,0
100367,21,69.4,23.3,3,2,1
100368,20,65.5,30.0,1,4,1
100369,18,75.8,17.6,3,3,1
100370,24,49.5,20.0,1,3,0
100371,20,91.2,30.0,1,1,0
100372,23,79.3,22.2,0,0,0
100373,21,49.9,25.6,1,2,0
100374,20,79.2,15.9,1,3,1
100375,25,77.3,26.8,0,2,1
100376,18,89.6,20.3,2,7,1
100377,23,92.7,20.4,0,1,1
100378,23,94.7,21.9,1,2,1
100379,21,68.7,21.5,1,2,0
100380,20,78.5,24.7,1,3,1
100381,18,66.2,24.1,0,3,0
100382,25,83.7,18.3,0,2,0
100383,25,46.1,28.4,2,4,0
100384,19,56.7,21.5,2,1,0
100385,18,66.8,25.4,1,3,0
100386,18,71.3,30.0,1,6,1
100387,18,74.0,21.1,0,2,0
100388,24,87.3,29.5,2,3,1
100389,25,64.2,21.4,0,2,0
100390,19,56.5,28.5,3,2,0
100391,23,67.3,18.7,2,2,0
100392,19,64.7,26.6,0,4,0
100393,20,78.6,17.2,1,0,0
100394,22,90.3,22.6,0,3,1
100395,23,89.2,21.0,2,1,0
100396,24,85.1,26.7,1,1,0
100397,18,65.2,25.4,0,4,0
100398,19,70.1,26.1,2,4,0
100399,20,77.1,27.5,1,3,0
100400,20,62.8,24.0,0,2,0
100401,25,63.9,30.0,2,1,0
100402,24,76.5,19.3,1,2,0
100403,20,55.6,23.7,1,2,1
100404,25,85.1,25.6,0,6,1
100405,21,67.2,27.7,3,2,1
100406,22,78.5,26.6,1,7,1
100407,21,74.5,24.6,4,4,1
100408,19,87.1,25.4,1,2,0
100409,25,46.5,25.7,0,3,0
100410,18,87.1,26.8,1,5,1
100411,19,86.9,25.1,2,1,0
100412,19,75.4,24.9,2,0,0
100413,20,78.3,22.9,0,1,1
100414,19,79.2,27.1,1,3,0
100415,18,61.2,29.0,1,0,0
100416,23,72.6,17.2,2,0,0
100417,25,82.7,30.0,1,3,0
100418,18,50.5,25.5,3,3,0
100419,20,77.7,24.8,1,2,0
100420,22,73.0,29.6,2,4,0
100421,25,79.5,30.0,0,2,1
100422,23,56.7,22.4,2,2,0
100423,24,63.1,30.0,1,4,0
100424,22,55.2,25.9,0,3,0
100425,21,55.1,19.8,0,1,0
100426,19,82.0,21.6,1,2,0
100427,24,64.9,28.9,0,1,0
100428,24,64.1,25.2,2,3,1
100429,18,85.1,16.8,1,3,0
100430,23,67.9,30.0,0,2,0
100431,18,83.6,30.0,2,3,1
100432,23,59.4,28.5,0,1,0
100433,24,67.8,23.8,0,2,0
100434,19,61.1,29.5,2,3,0
100435,21,78.6,17.9,2,4,0
100436,18,69.5,18.3,1,3,0
100437,22,80.8,24.4,0,2,0
100438,25,73.8,24.5,1,3,0
100439,18,48.6,25.4,1,2,0
100440,21,68.8,13.6,0,5,0
100441,25,53.6,25.5,1,5,0
100442,20,76.2,14.3,3,0,0
100443,19,78.7,27.1,2,2,1
100444,21,79.9,14.4,1,3,0
100445,22,70.5,30.0,0,1,0
100446,23,52.4,27.1,2,4,0
100447,20,74.5,27.3,0,3,1
100448,25,76.9,25.2,2,1,0
100449,22,69.8,28.9,1,3,1
100450,20,73.0,30.0,2,1,0
100451,25,49.3,17.5,1,3,0
100452,25,72.8,15.9,4,4,1
100453,21,70.7,29.6,1,2,0
100454,18,57.4,22.1,1,3,0
100455,22,78.3,23.7,0,0,0
100456,22,66.1,27.8,2,2,0
100457,19,74.7,30.0,4,1,1
100458,23,77.9,28.2,1,6,1
100459,24,75.9,30.0,0,4,0
100460,18,55.9,26.8,1,3,0
100461,23,67.4,21.2,1,1,0
100462,19,97.6,29.2,0,1,0
100463,23,88.7,15.3,1,4,1
100464,21,82.0,30.0,3,4,1
100465,18,75.3,22.6,0,2,1
100466,25,60.1,29.1,0,1,0
100467,19,70.1,23.5,1,1,0
100468,22,66.9,17.7,0,2,0
100469,19,71.0,27.4,3,1,0
100470,25,54.6,27.3,1,1,0
100471,23,83.5,21.2,3,2,0
100472,24,39.8,28.9,2,4,0
100473,21,82.3,26.4,1,3,0
100474,21,82.5,22.7,2,0,0
100475,23,99.9,27.2,3,0,1
100476,24,69.0,25.3,2,2,0
100477,24,65.8,23.0,1,3,0
100478,18,73.4,26.2,1,2,0
100479,23,78.7,23.5,1,3,0
100480,18,70.9,22.1,0,3,0
100481,20,57.8,18.6,1,2,0
100482,24,78.7,26.7,2,3,1
100483,20,72.0,21.9,1,3,0
100484,24,59.9,27.3,2,1,0
100485,21,52.5,25.3,1,1,0
100486,19,100.0,25.6,0,2,0
100487,20,82.0,29.7,1,2,1
100488,22,78.7,24.8,2,0,0
100489,24,70.6,22.2,0,0,0
100490,22,80.3,25.7,0,4,0
100491,25,59.4,27.8,2,2,0
100492,24,74.4,28.3,1,1,0
100493,24,74.9,23.1,2,2,0
100494,22,59.7,30.0,1,1,0
100495,20,70.7,19.7,0,1,0
100496,21,67.0,23.5,0,3,0
100497,18,62.8,24.8,2,5,0
100498,20,65.5,28.7,2,3,0
100499,25,51.5,28.0,0,1,0
100500,21,84.8,30.0,2,3,0
100501,18,90.7,29.7,2,6,1
100502,23,60.9,25.1,1,2,0
100503,25,85.3,30.0,3,1,0
100504,24,71.6,24.8,0,1,0
100505,20,71.9,19.5,0,3,0
100506,21,56.5,30.0,0,8,0
100507,22,65.3,25.1,1,5,0
100508,19,78.4,20.2,0,3,0
100509,20,60.3,30.0,1,3,0
100510,19,63.1,27.9,2,1,0
100511,25,65.9,28.2,1,1,0
100512,23,35.0,17.7,0,3,0
100513,24,75.9,30.0,5,3,1
100514,24,79.6,18.0,0,4,0
100515,25,76.4,30.0,3,0,0
100516,18,83.3,21.8,0,3,0
100517,25,66.7,18.9,2,1,0
100518,18,93.7,30.0,0,4,1
100519,21,61.9,15.4,1,2,0
100520,22,69.3,27.6,2,2,0
100521,20,68.1,21.7,0,0,0
100522,19,74.2,30.0,0,2,0
100523,19,69.1,22.7,1,1,0
100524,24,70.8,26.2,1,1,0
100525,20,63.9,16.1,1,1,0
100526,20,66.7,25.9,2,2,0
100527,25,45.2,30.0,1,2,1
100528,19,81.6,30.0,0,4,0
100529,25,59.7,30.0,0,2,0
100530,25,66.1,30.0,1,3,0
100531,22,59.3,26.0,3,3,0
100532,19,78.8,24.7,0,0,0
100533,19,65.5,22.6,0,2,0
100534,20,42.7,19.4,1,4,0
100535,22,75.4,27.9,0,2,0
100536,19,63.0,27.7,2,2,0
100537,21,71.7,26.4,1,7,1
100538,18,82.0,29.2,1,2,0
100539,22,60.1,19.4,3,2,0
100540,18,71.4,24.2,0,2,0
100541,23,62.7,30.0,0,3,0
100542,18,83.8,18.2,0,4,1
100543,19,72.9,21.6,0,2,0
100544,19,71.7,29.4,0,3,0
100545,24,57.1,20.5,0,3,0
100546,18,81.0,24.7,0,3,0
100547,21,82.5,18.1,1,4,0
100548,22,62.8,21.2,2,2,0
100549,22,73.8,30.0,0,1,0
100550,23,79.1,20.7,0,4,0
100551,24,98.6,27.5,1,0,0
100552,21,76.7,27.0,2,3,1
100553,24,72.0,22.1,0,3,1
100554,20,70.1,27.5,0,3,0
100555,25,70.8,13.1,1,1,0
100556,22,81.2,30.0,0,6,1
100557,23,61.4,21.9,2,2,0
100558,25,83.2,19.2,1,3,0
100559,24,53.5,20.4,2,1,0
100560,24,80.0,18.0,1,3,0
100561,22,83.3,24.0,2,6,1
100562,18,81.7,27.4,3,6,1
100563,21,75.2,21.8,2,2,0
100564,19,76.7,23.2,2,0,0
100565,25,67.2,30.0,0,1,0
100566,19,58.5,23.0,1,3,0
100567,19,75.0,28.1,2,3,1
100568,19,72.8,15.5,1,3,0
100569,23,83.1,27.4,1,4,0
100570,22,70.3,24.5,1,4,1
100571,25,73.9,24.8,3,1,0
100572,21,75.4,16.9,0,4,0
100573,20,78.9,26.5,1,3,0
100574,18,83.4,26.0,3,2,1
100575,18,60.6,28.0,1,1,0
100576,20,80.4,30.0,1,1,1
100577,25,69.8,17.8,0,4,0
100578,22,79.7,25.6,0,2,1
100579,25,89.7,21.5,0,5,1
100580,18,46.7,30.0,0,6,0
100581,18,86.6,24.0,1,1,0
100582,24,70.6,30.0,3,1,0
100583,18,61.7,21.2,2,2,0
100584,18,66.7,23.6,1,1,0
100585,21,59.6,16.5,0,1,0
100586,25,78.1,29.0,1,1,0
100587,23,59.6,16.4,1,3,0
100588,18,86.5,25.0,0,1,0
100589,24,80.3,29.2,2,2,1
100590,24,74.7,26.2,4,0,0
100591,24,47.6,14.4,0,3,0
100592,25,56.1,23.3,0,0,0
100593,19,71.0,30.0,2,5,0
100594,25,71.7,27.8,1,4,0
100595,20,83.3,23.8,1,0,0
100596,24,37.0,19.8,2,3,0
100597,22,62.9,27.2,0,4,0
100598,24,82.0,22.8,1,4,1
100599,23,68.0,20.4,2,6,0
100600,23,66.4,23.8,2,2,0
100601,22,52.7,28.4,4,4,1
100602,24,84.7,21.7,2,1,0
100603,23,66.2,24.9,1,3,0
100604,19,85.1,23.5,2,2,1
100605,24,89.6,19.0,2,5,1
100606,22,87.8,23.4,0,2,0
100607,20,71.6,25.3,1,2,0
100608,22,66.2,25.6,2,0,0
100609,25,65.4,30.0,2,6,1
100610,24,95.6,26.1,1,3,1
100611,24,69.5,19.9,2,3,0
100612,21,84.6,28.1,1,2,0
100613,24,77.8,22.0,1,4,0
100614,21,67.1,20.4,0,1,0
100615,23,69.0,30.0,1,1,0
100616,23,86.2,26.6,2,2,0
100617,19,72.4,24.0,2,2,0
100618,20,66.6,22.3,3,1,0
100619,18,62.3,29.5,1,4,0
100620,19,75.8,30.0,0,4,1
100621,21,65.8,30.0,2,4,0
100622,21,79.1,29.6,1,3,0
100623,19,100.0,27.1,0,2,0
100624,21,78.2,17.4,0,6,1
100625,22,93.6,22.9,4,3,1
100626,19,63.4,27.9,3,3,0
100627,20,80.2,22.7,1,3,0
100628,20,87.1,21.2,0,3,0
100629,22,88.6,23.8,1,5,0
100630,20,87.4,19.1,2,0,0
100631,23,72.2,15.9,4,4,1
100632,20,82.7,24.1,2,1,0
100633,21,59.8,27.5,1,2,0
100634,21,91.3,25.6,2,4,1
100635,19,60.6,30.0,2,0,0
100636,23,87.0,29.4,3,2,1
100637,19,84.5,27.2,3,3,1
100638,20,84.4,29.6,1,4,1
100639,24,96.8,14.4,0,1,0
100640,25,84.6,16.2,4,2,0
100641,23,56.1,26.9,0,6,0
100642,25,79.1,30.0,0,3,1
100643,24,49.3,16.4,1,2,0
100644,21,70.9,16.7,0,5,0
100645,24,66.9,28.7,1,0,0
100646,20,79.7,25.0,1,3,0
100647,21,62.1,25.9,2,3,0
100648,22,62.5,22.5,1,1,0
100649,25,78.0,20.5,1,2,0
100650,24,86.1,22.5,0,4,0
100651,21,72.0,24.2,1,1,0
100652,23,99.9,17.8,0,1,0
100653,19,67.9,17.8,0,5,0
100654,24,80.2,22.9,1,3,0
100655,22,76.1,30.0,2,2,0
100656,22,67.9,19.4,2,4,0
100657,24,87.7,25.8,1,4,1
100658,23,61.3,23.8,2,4,0
100659,18,47.1,19.5,0,3,0
100660,20,70.5,23.2,2,4,1
100661,19,68.9,25.0,4,3,0
100662,23,84.8,26.4,1,2,1
100663,18,57.0,22.7,3,1,0
100664,19,78.3,29.5,1,2,0
100665,22,76.8,22.3,1,2,1
100666,23,75.9,19.5,3,2,0
100667,22,84.5,30.0,1,3,1
100668,24,71.7,25.2,0,2,0
100669,25,72.6,20.4,1,3,0
100670,19,77.4,30.0,1,1,0
100671,25,70.8,16.8,2,0,0
100672,22,55.8,26.4,2,2,0
100673,23,67.1,16.3,0,4,0
100674,18,68.9,13.9,1,0,0
100675,22,65.3,21.9,0,1,0
100676,23,68.2,17.9,0,4,0
100677,22,74.2,30.0,0,3,0
100678,18,68.7,22.1,0,2,0
100679,22,82.2,22.8,2,1,0
100680,25,82.4,24.5,2,3,0
100681,23,43.5,25.1,0,1,0
100682,19,54.8,25.3,1,1,0
100683,25,43.1,29.1,2,1,0
100684,25,68.7,29.8,1,2,0
100685,19,68.0,24.2,1,1,0
100686,24,73.8,26.3,4,3,1
100687,21,82.1,30.0,1,0,0
100688,22,71.5,23.9,1,2,0
100689,21,64.8,22.9,3,3,0
100690,24,71.9,22.2,0,1,0
100691,25,66.1,20.7,2,1,0
100692,24,54.3,26.7,2,2,0
100693,25,83.5,30.0,3,5,1
100694,25,77.1,23.0,0,1,0
100695,18,89.4,28.1,0,0,0
100696,20,57.2,30.0,0,1,0
100697,23,52.6,30.0,1,1,0
100698,22,60.8,29.1,1,3,0
100699,18,76.8,26.7,0,2,0
100700,18,82.3,22.7,1,2,1
100701,22,75.4,21.4,0,4,1
100702,22,73.7,26.0,4,4,0
100703,19,82.3,27.4,0,0,0
100704,19,66.5,16.6,1,0,0
100705,19,84.7,28.6,1,3,1
100706,22,95.8,19.4,2,0,0
100707,18,59.2,29.2,0,2,0
100708,22,69.0,24.1,1,6,0
100709,21,55.3,27.2,0,4,0
100710,21,60.4,29.3,2,5,0
100711,23,76.7,27.4,1,6,1
100712,22,51.8,22.2,0,2,0
100713,23,62.6,30.0,0,2,0
100714,24,84.6,24.0,1,1,0
100715,25,74.7,21.2,1,1,0
100716,24,81.2,27.3,2,3,0
100717,22,56.5,21.1,1,1,0
100718,21,72.8,18.5,0,4,0
100719,19,94.6,21.7,0,3,1
100720,22,64.1,25.0,1,5,0
100721,19,66.1,21.5,1,0,0
100722,25,79.0,23.4,2,1,0
100723,24,61.2,14.0,2,4,1
100724,18,80.6,30.0,1,2,0
100725,24,50.4,25.4,0,1,0
100726,18,42.9,21.1,1,0,0
100727,23,75.8,30.0,2,1,0
100728,18,60.2,17.9,3,4,0
100729,21,65.2,20.1,0,4,0
100730,23,82.5,22.4,3,1,0
100731,23,79.5,21.4,1,4,0
100732,21,57.3,22.6,3,1,0
100733,25,78.2,28.0,2,0,0
100734,24,68.4,29.6,0,1,0
