date,city,chai_type,size,channel,units_sold,unit_price,revenue,customer_rating,discount_pct,profit
2025-02-13 20:31:48.433734940,Bengaluru,Kashmiri Chai,Large,Delivery,170,70,13674.1,4.5,0,5486.77
2025-02-15 07:36:52.048192771,Mumbai,Elaichi Chai,Small,Store,104,40,4677.33,3.9,15,1663.42
2025-02-16 18:41:55.662650602,Lucknow,Masala Chai,Large,Store,166,70,11804.12,4.9,15,3452.16
2025-02-18 05:46:59.277108434,Lucknow,Masala Chai,Medium,Store,131,55,7606.57,3.5,0,2665.42
2025-02-19 16:52:02.891566265,Pune,Elaichi Chai,Small,Store,144,40,6260.94,3.6,10,1549.26
2025-02-21 03:57:06.506024096,Pune,Elaichi Chai,Large,Delivery,166,70,10559.28,4.8,5,3280.99
2025-02-22 15:02:10.120481928,Pune,Elaichi Chai,Small,Delivery,55,40,2472.21,3.0,5,889.35
2025-02-24 02:07:13.734939759,Bengaluru,Tandoori Chai,Small,Store,48,40,2140.86,4.4,0,869.36
2025-02-25 13:12:17.349397590,Lucknow,Masala Chai,Large,Online Order,101,70,7171.51,4.2,5,1999.2
2025-02-27 00:17:20.963855422,Lucknow,Tandoori Chai,Large,Delivery,21,70,1466.75,3.9,0,407.12
2025-02-28 11:22:24.578313253,Delhi,Elaichi Chai,Medium,Store,148,55,7881.47,4.1,5,2864.74
2025-03-01 22:27:28.192771084,Bengaluru,Masala Chai,Medium,Store,66,55,3699.58,3.8,10,833.66
2025-03-03 09:32:31.807228916,Jaipur,Tandoori Chai,Medium,Store,167,55,8368.4,4.9,10,2151.57
2025-03-04 20:37:35.421686747,Bengaluru,Tandoori Chai,Small,Store,30,40,1335.66,5.0,5,324.6
2025-03-06 07:42:39.036144578,Jaipur,Elaichi Chai,Small,Store,149,40,5416.78,3.9,10,1381.49
2025-03-07 18:47:42.650602410,Delhi,Masala Chai,Medium,Store,138,55,7455.37,4.3,0,2134.2
2025-03-09 05:52:46.265060241,Mumbai,Elaichi Chai,Medium,Store,159,55,9907.19,3.6,0,3244.95
2025-03-10 16:57:49.879518072,Lucknow,Masala Chai,Medium,Store,39,55,2324.76,4.7,15,653.01
2025-03-12 04:02:53.493975904,Delhi,Kashmiri Chai,Medium,Online Order,24,55,1280.86,4.7,0,544.18
2025-03-13 15:07:57.108433735,Lucknow,Ginger Chai,Small,Store,56,40,2157.48,4.1,0,759.48
2025-03-15 02:13:00.722891566,Pune,Ginger Chai,Medium,Store,156,55,7732.9,4.2,0,3052.03
2025-03-16 13:18:04.337349398,Mumbai,Ginger Chai,Small,Store,72,40,3092.91,4.2,0,837.64
2025-03-18 00:23:07.951807229,Mumbai,Elaichi Chai,Medium,Online Order,118,55,5920.15,3.5,20,1397.57
2025-03-19 11:28:11.566265060,Delhi,Kashmiri Chai,Medium,Store,105,55,5966.44,4.9,5,2213.9
2025-03-20 22:33:15.180722892,Mumbai,Masala Chai,Large,Store,127,70,10139.32,3.9,15,2245.62
2025-03-22 09:38:18.795180723,Jaipur,Tandoori Chai,Medium,Online Order,43,55,2193.22,3.9,5,723.66
2025-03-23 20:43:22.409638554,Mumbai,Masala Chai,Small,Online Order,100,40,4494.48,4.1,5,1579.27
2025-03-25 07:48:26.024096386,Lucknow,Tandoori Chai,Small,Delivery,177,40,8126.91,4.6,0,3010.44
2025-03-26 18:53:29.638554217,Lucknow,Masala Chai,Medium,Store,139,55,6998.07,3.9,10,1603.45
2025-03-28 05:58:33.253012048,Lucknow,Kashmiri Chai,Medium,Store,78,55,4807.92,3.3,0,1511.71
2025-03-29 17:03:36.867469880,Lucknow,Tandoori Chai,Small,Delivery,147,40,6050.64,3.8,15,1940.46
2025-03-31 04:08:40.481927711,Jaipur,Elaichi Chai,Small,Online Order,133,40,5993.66,4.4,15,1425.47
2025-04-01 15:13:44.096385542,Bengaluru,Masala Chai,Medium,Delivery,134,55,7685.66,5.0,0,2990.36
2025-04-03 02:18:47.710843374,Pune,Masala Chai,Small,Delivery,33,40,1406.5,3.6,20,449.16
2025-04-04 13:23:51.325301205,Delhi,Tandoori Chai,Large,Store,28,70,2030.45,3.6,15,770.42
2025-04-06 00:28:54.939759036,Lucknow,Elaichi Chai,Medium,Delivery,59,55,3621.82,3.5,10,951.71
2025-04-07 11:33:58.554216868,Mumbai,Elaichi Chai,Small,Store,44,40,1906.92,3.5,0,791.42
2025-04-08 22:39:02.168674699,Lucknow,Kashmiri Chai,Small,Store,122,40,5027.94,4.7,5,1691.18
2025-04-10 09:44:05.783132530,Mumbai,Elaichi Chai,Large,Store,41,70,3205.91,4.9,5,988.89
2025-04-11 20:49:09.397590362,Pune,Elaichi Chai,Medium,Store,23,55,1216.07,4.3,0,333.78
2025-04-13 07:54:13.012048193,Pune,Elaichi Chai,Medium,Store,173,55,8937.77,4.0,0,3549.2
2025-04-14 18:59:16.626506024,Pune,Ginger Chai,Large,Store,48,70,3158.74,5.0,10,844.82
2025-04-16 06:04:20.240963856,Mumbai,Kashmiri Chai,Large,Delivery,128,70,8812.18,4.3,0,2857.65
2025-04-17 17:09:23.855421686,Lucknow,Masala Chai,Large,Store,117,70,7859.72,4.7,5,1960.08
2025-04-19 04:14:27.469879518,Pune,Tandoori Chai,Medium,Delivery,56,55,3488.17,4.0,15,1216.44
2025-04-20 15:19:31.084337350,Jaipur,Masala Chai,Medium,Store,94,55,4789.79,4.2,15,1642.04
2025-04-22 02:24:34.698795180,Mumbai,Kashmiri Chai,Small,Store,89,40,3826.1,3.6,0,1517.9
2025-04-23 13:29:38.313253012,Mumbai,Tandoori Chai,Medium,Store,165,55,8596.8,4.5,15,2264.44
2025-04-25 00:34:41.927710844,Lucknow,Kashmiri Chai,Medium,Store,147,55,9058.51,4.3,0,2578.92
2025-04-26 11:39:45.542168674,Mumbai,Elaichi Chai,Medium,Store,104,55,6522.68,3.8,0,2462.38
2025-04-27 22:44:49.156626506,Mumbai,Tandoori Chai,Large,Store,61,70,4339.89,3.8,10,1364.07
2025-04-29 09:49:52.771084338,Pune,Elaichi Chai,Small,Store,119,40,5330.1,4.9,0,1522.55
2025-04-30 20:54:56.385542168,Lucknow,Masala Chai,Medium,Online Order,60,55,2974.24,5.0,0,1151.57
2025-05-02 08:00:00.000000000,Pune,Masala Chai,Small,Store,53,40,2342.57,4.1,5,997.5
2025-05-03 19:05:03.614457832,Pune,Tandoori Chai,Medium,Delivery,36,55,1895.17,4.2,0,757.01
2025-05-05 06:10:07.228915662,Lucknow,Tandoori Chai,Small,Store,172,40,7754.97,4.4,0,3086.46
2025-05-06 17:15:10.843373494,Delhi,Kashmiri Chai,Small,Delivery,141,40,5077.58,4.3,5,2122.73
2025-05-08 04:20:14.457831326,Pune,Kashmiri Chai,Small,Delivery,95,40,3948.37,3.4,10,1032.61
2025-05-09 15:25:18.072289156,Jaipur,Elaichi Chai,Medium,Delivery,106,55,6349.8,4.4,10,2075.11
2025-05-11 02:30:21.686746988,Jaipur,Tandoori Chai,Medium,Store,136,55,7215.75,3.3,0,3217.71
2025-05-12 13:35:25.301204820,Mumbai,Masala Chai,Medium,Store,125,55,6519.45,3.9,5,1753.12
2025-05-14 00:40:28.915662650,Jaipur,Kashmiri Chai,Large,Store,105,70,6769.53,4.4,0,2640.46
2025-05-15 11:45:32.530120482,Mumbai,Kashmiri Chai,Medium,Online Order,46,55,2483.47,4.5,0,911.84
2025-05-16 22:50:36.144578314,Delhi,Masala Chai,Small,Delivery,76,40,3161.48,3.8,10,1045.08
2025-05-18 09:55:39.759036144,Lucknow,Kashmiri Chai,Large,Online Order,50,70,3251.36,4.0,0,1266.52
2025-05-19 21:00:43.373493976,Lucknow,Elaichi Chai,Small,Store,153,40,6084.34,3.9,0,2652.31
2025-05-21 08:05:46.987951808,Lucknow,Tandoori Chai,Large,Delivery,117,70,7389.58,4.2,10,2703.59
2025-05-22 19:10:50.602409638,Jaipur,Masala Chai,Small,Online Order,31,40,1369.79,4.2,10,322.04
2025-05-24 06:15:54.216867470,Delhi,Tandoori Chai,Large,Store,72,70,4697.85,4.5,10,1778.09
2025-05-25 17:20:57.831325302,Jaipur,Kashmiri Chai,Small,Store,157,40,6096.85,4.0,0,1799.23
2025-05-27 04:26:01.445783132,Jaipur,Kashmiri Chai,Large,Delivery,164,70,10384.89,4.4,0,3379.06
2025-05-28 15:31:05.060240964,Delhi,Masala Chai,Medium,Delivery,173,55,9591.69,4.4,0,3283.68
2025-05-30 02:36:08.674698796,Delhi,Elaichi Chai,Large,Delivery,141,70,10956.0,4.3,0,3792.76
2025-05-31 13:41:12.289156626,Delhi,Ginger Chai,Small,Store,65,40,2594.9,4.1,10,787.12
2025-06-02 00:46:15.903614458,Delhi,Masala Chai,Medium,Delivery,83,55,4313.35,4.3,15,1603.92
2025-06-03 11:51:19.518072290,Lucknow,Ginger Chai,Large,Store,149,70,11352.27,4.5,10,3996.95
2025-06-04 22:56:23.132530120,Bengaluru,Ginger Chai,Medium,Store,73,55,4405.27,4.6,10,1491.67
2025-06-06 10:01:26.746987952,Bengaluru,Elaichi Chai,Medium,Store,126,55,6538.03,5.0,5,1614.7
2025-06-07 21:06:30.361445784,Delhi,Ginger Chai,Medium,Delivery,70,55,4206.95,3.8,10,1631.05
2025-06-09 08:11:33.975903614,Bengaluru,Ginger Chai,Medium,Delivery,55,55,3438.89,4.0,0,1485.18
2025-06-10 19:16:37.590361446,Bengaluru,Elaichi Chai,Medium,Store,134,55,6939.55,3.5,5,2676.87
2025-06-12 06:21:41.204819278,Delhi,Ginger Chai,Medium,Store,45,55,2704.55,4.6,5,645.94
2025-06-13 17:26:44.819277108,Bengaluru,Ginger Chai,Large,Online Order,48,70,3619.2,4.0,0,946.26
2025-06-15 04:31:48.433734940,Jaipur,Ginger Chai,Small,Store,168,40,6843.6,4.3,0,2019.17
2025-06-16 15:36:52.048192772,Mumbai,Masala Chai,Small,Delivery,30,40,1097.38,3.9,20,242.54
2025-06-18 02:41:55.662650602,Mumbai,Masala Chai,Large,Store,59,70,3794.12,4.1,0,1251.18
2025-06-19 13:46:59.277108434,Delhi,Masala Chai,Large,Store,30,70,2337.52,4.8,0,1015.71
2025-06-21 00:52:02.891566266,Lucknow,Elaichi Chai,Medium,Store,132,55,8331.12,4.5,5,2725.87
2025-06-22 11:57:06.506024096,Delhi,Kashmiri Chai,Medium,Store,58,55,3410.15,4.1,10,775.51
2025-06-23 23:02:10.120481928,Lucknow,Ginger Chai,Small,Delivery,73,40,2953.55,4.5,5,860.14
2025-06-25 10:07:13.734939760,Mumbai,Ginger Chai,Small,Store,117,40,4969.66,4.6,10,1158.07
2025-06-26 21:12:17.349397590,Delhi,Elaichi Chai,Medium,Store,74,55,4267.8,4.0,0,1097.92
2025-06-28 08:17:20.963855422,Pune,Ginger Chai,Medium,Online Order,130,55,7120.71,3.5,10,1955.56
2025-06-29 19:22:24.578313254,Jaipur,Masala Chai,Medium,Store,171,55,8618.8,3.8,0,2629.79
2025-07-01 06:27:28.192771084,Bengaluru,Kashmiri Chai,Small,Store,169,40,7472.36,3.6,15,2587.76
2025-07-02 17:32:31.807228916,Lucknow,Tandoori Chai,Large,Online Order,88,70,6116.62,4.7,10,2449.52
2025-07-04 04:37:35.421686748,Pune,Ginger Chai,Large,Delivery,75,70,5799.66,4.8,0,1880.49
2025-07-05 15:42:39.036144578,Bengaluru,Masala Chai,Medium,Store,52,55,2754.54,4.9,0,924.91
2025-07-07 02:47:42.650602410,Bengaluru,Tandoori Chai,Medium,Online Order,55,55,2723.28,3.3,0,1140.94
2025-07-08 13:52:46.265060242,Delhi,Kashmiri Chai,Small,Delivery,167,40,6277.43,4.7,0,1906.0
2025-07-10 00:57:49.879518072,Bengaluru,Tandoori Chai,Large,Store,100,70,7119.94,5.0,0,2002.67
2025-07-11 12:02:53.493975904,Jaipur,Masala Chai,Medium,Store,128,55,7997.97,4.7,10,3027.68
2025-07-12 23:07:57.108433736,Pune,Tandoori Chai,Small,Delivery,173,40,6404.79,3.2,5,1577.72
2025-07-14 10:13:00.722891566,Bengaluru,Elaichi Chai,Large,Delivery,92,70,7171.28,5.0,0,2681.63
2025-07-15 21:18:04.337349398,Delhi,Tandoori Chai,Large,Store,59,70,4261.15,4.2,0,1544.23
2025-07-17 08:23:07.951807230,Jaipur,Ginger Chai,Large,Online Order,36,70,2788.33,4.1,0,889.99
2025-07-18 19:28:11.566265060,Mumbai,Ginger Chai,Medium,Delivery,148,55,7933.19,4.4,15,2110.88
2025-07-20 06:33:15.180722892,Pune,Elaichi Chai,Medium,Store,80,55,4883.94,3.7,0,1974.93
2025-07-21 17:38:18.795180724,Bengaluru,Masala Chai,Medium,Store,123,55,7395.54,4.2,10,1779.04
2025-07-23 04:43:22.409638554,Delhi,Ginger Chai,Large,Store,61,70,4088.58,4.9,15,1033.4
2025-07-24 15:48:26.024096386,Mumbai,Kashmiri Chai,Large,Delivery,44,70,2873.13,4.5,10,1025.25
2025-07-26 02:53:29.638554218,Mumbai,Ginger Chai,Small,Store,58,40,2591.47,4.2,15,792.25
2025-07-27 13:58:33.253012048,Lucknow,Ginger Chai,Small,Delivery,54,40,2464.15,4.2,0,679.11
2025-07-29 01:03:36.867469880,Jaipur,Masala Chai,Medium,Delivery,150,55,7489.56,3.7,20,2555.0
2025-07-30 12:08:40.481927712,Bengaluru,Tandoori Chai,Large,Online Order,127,70,9626.25,4.1,0,3164.05
2025-07-31 23:13:44.096385544,Delhi,Ginger Chai,Large,Store,121,70,9548.92,3.5,0,3968.28
2025-08-02 10:18:47.710843372,Lucknow,Elaichi Chai,Small,Delivery,117,40,5215.11,4.7,10,1912.84
2025-08-03 21:23:51.325301204,Jaipur,Tandoori Chai,Medium,Store,31,55,1945.63,3.2,15,619.98
2025-08-05 08:28:54.939759036,Lucknow,Kashmiri Chai,Medium,Delivery,38,55,2278.15,4.6,15,675.61
2025-08-06 19:33:58.554216868,Pune,Masala Chai,Large,Store,120,70,8488.83,4.6,0,3785.26
2025-08-08 06:39:02.168674700,Jaipur,Kashmiri Chai,Large,Store,63,70,4312.93,4.8,0,1203.28
2025-08-09 17:44:05.783132532,Jaipur,Tandoori Chai,Large,Delivery,68,70,4665.68,4.2,15,1566.63
2025-08-11 04:49:09.397590360,Bengaluru,Tandoori Chai,Medium,Store,36,55,2140.59,4.6,0,617.0
2025-08-12 15:54:13.012048192,Jaipur,Tandoori Chai,Medium,Store,93,55,5557.24,4.1,10,1588.74
2025-08-14 02:59:16.626506024,Lucknow,Kashmiri Chai,Small,Delivery,76,40,2888.27,3.7,15,765.33
2025-08-15 14:04:20.240963856,Jaipur,Tandoori Chai,Small,Delivery,74,40,3306.41,4.9,5,1380.22
2025-08-17 01:09:23.855421688,Bengaluru,Kashmiri Chai,Large,Delivery,66,70,4983.74,4.2,0,2210.15
2025-08-18 12:14:27.469879520,Bengaluru,Tandoori Chai,Large,Delivery,31,70,2258.29,3.6,5,614.87
2025-08-19 23:19:31.084337348,Pune,Elaichi Chai,Large,Store,81,70,5771.4,4.0,0,1468.28
2025-08-21 10:24:34.698795180,Lucknow,Tandoori Chai,Large,Store,99,70,7178.15,4.0,15,2403.97
2025-08-22 21:29:38.313253012,Mumbai,Kashmiri Chai,Medium,Store,102,55,5272.34,4.4,5,1670.9
2025-08-24 08:34:41.927710844,Mumbai,Ginger Chai,Medium,Store,27,55,1412.12,5.0,15,321.4
2025-08-25 19:39:45.542168676,Jaipur,Tandoori Chai,Large,Online Order,168,70,10852.02,4.4,0,4197.03
2025-08-27 06:44:49.156626508,Pune,Ginger Chai,Large,Delivery,100,70,6568.9,4.3,20,1886.7
2025-08-28 17:49:52.771084336,Delhi,Elaichi Chai,Small,Store,137,40,5553.56,5.0,5,2353.59
2025-08-30 04:54:56.385542168,Jaipur,Masala Chai,Medium,Store,44,55,2498.86,4.6,0,738.37
2025-08-31 16:00:00.000000000,Pune,Elaichi Chai,Small,Online Order,108,40,3907.29,4.3,0,1292.51
2025-09-02 03:05:03.614457832,Lucknow,Tandoori Chai,Large,Store,31,70,2385.26,4.0,10,769.62
2025-09-03 14:10:07.228915664,Lucknow,Ginger Chai,Medium,Delivery,162,55,8674.26,4.3,10,3187.84
2025-09-05 01:15:10.843373496,Lucknow,Ginger Chai,Small,Store,78,40,3519.23,4.2,15,1076.19
2025-09-06 12:20:14.457831324,Lucknow,Kashmiri Chai,Medium,Delivery,173,55,10864.97,4.2,0,4048.07
2025-09-07 23:25:18.072289156,Lucknow,Ginger Chai,Medium,Store,128,55,6662.41,4.8,0,1966.94
2025-09-09 10:30:21.686746988,Pune,Kashmiri Chai,Medium,Online Order,45,55,2513.42,4.0,5,1001.38
2025-09-10 21:35:25.301204820,Pune,Masala Chai,Small,Online Order,66,40,2376.81,4.4,0,797.96
2025-09-12 08:40:28.915662652,Bengaluru,Tandoori Chai,Medium,Delivery,51,55,2944.08,4.6,5,778.07
2025-09-13 19:45:32.530120484,Mumbai,Kashmiri Chai,Medium,Delivery,29,55,1677.66,3.9,20,513.82
2025-09-15 06:50:36.144578312,Lucknow,Masala Chai,Medium,Online Order,35,55,1851.63,3.8,20,434.35
2025-09-16 17:55:39.759036144,Delhi,Ginger Chai,Medium,Delivery,164,55,9377.22,4.1,15,2148.19
2025-09-18 05:00:43.373493976,Pune,Ginger Chai,Large,Store,170,70,11380.98,4.0,10,4326.57
2025-09-19 16:05:46.987951808,Delhi,Masala Chai,Medium,Delivery,45,55,2327.01,4.7,0,795.91
2025-09-21 03:10:50.602409640,Delhi,Ginger Chai,Medium,Delivery,105,55,6138.13,3.7,5,2331.65
2025-09-22 14:15:54.216867472,Delhi,Masala Chai,Large,Store,154,70,10580.37,4.2,5,3097.0
2025-09-24 01:20:57.831325300,Bengaluru,Kashmiri Chai,Medium,Delivery,33,55,1901.33,5.0,15,658.4
2025-09-25 12:26:01.445783132,Pune,Kashmiri Chai,Small,Online Order,98,40,3952.58,4.4,0,1076.63
2025-09-26 23:31:05.060240964,Delhi,Masala Chai,Small,Online Order,136,40,6234.72,4.5,5,1902.43
2025-09-28 10:36:08.674698796,Lucknow,Kashmiri Chai,Medium,Store,26,55,1340.48,4.7,0,597.33
2025-09-29 21:41:12.289156628,Jaipur,Kashmiri Chai,Medium,Store,156,55,8718.56,4.0,5,3385.92
2025-10-01 08:46:15.903614460,Delhi,Kashmiri Chai,Medium,Online Order,134,55,7886.74,3.7,15,2342.63
2025-10-02 19:51:19.518072288,Bengaluru,Elaichi Chai,Small,Delivery,91,40,3635.95,4.3,10,1040.46
2025-10-04 06:56:23.132530120,Pune,Tandoori Chai,Small,Store,78,40,3568.27,4.3,0,1514.47
2025-10-05 18:01:26.746987952,Bengaluru,Ginger Chai,Small,Online Order,101,40,4365.11,3.5,20,1253.55
2025-10-07 05:06:30.361445784,Delhi,Elaichi Chai,Medium,Online Order,135,55,7902.03,4.4,10,2856.71
2025-10-08 16:11:33.975903616,Pune,Kashmiri Chai,Medium,Store,165,55,9885.08,4.7,0,3962.15
2025-10-10 03:16:37.590361448,Jaipur,Masala Chai,Medium,Delivery,122,55,7637.07,3.8,0,1936.68
2025-10-11 14:21:41.204819276,Delhi,Kashmiri Chai,Medium,Store,36,55,2231.37,4.4,0,614.19
2025-10-13 01:26:44.819277108,Bengaluru,Tandoori Chai,Large,Store,33,70,2497.27,4.6,0,953.77
2025-10-14 12:31:48.433734940,Mumbai,Kashmiri Chai,Small,Store,178,40,7741.51,4.5,20,1748.49
2025-10-15 23:36:52.048192772,Lucknow,Masala Chai,Medium,Delivery,171,55,8807.6,4.5,5,2519.36
2025-10-17 10:41:55.662650604,Bengaluru,Tandoori Chai,Medium,Store,127,55,6466.0,4.1,15,2414.59
2025-10-18 21:46:59.277108436,Pune,Kashmiri Chai,Medium,Store,64,55,3670.4,3.7,0,1328.82
2025-10-20 08:52:02.891566264,Delhi,Tandoori Chai,Medium,Store,117,55,5821.05,4.0,0,2329.27
2025-10-21 19:57:06.506024096,Lucknow,Ginger Chai,Large,Store,150,70,10716.19,3.9,5,3681.19
2025-10-23 07:02:10.120481928,Delhi,Ginger Chai,Large,Online Order,56,70,3734.14,4.2,0,1346.17
2025-10-24 18:07:13.734939760,Pune,Kashmiri Chai,Small,Store,127,40,5011.44,4.7,5,1279.87
2025-10-26 05:12:17.349397592,Delhi,Tandoori Chai,Large,Store,58,70,4441.44,3.6,15,1203.29
2025-10-27 16:17:20.963855424,Mumbai,Masala Chai,Medium,Delivery,34,55,2123.03,4.3,5,618.15
2025-10-29 03:22:24.578313252,Lucknow,Kashmiri Chai,Small,Store,139,40,5104.66,3.7,10,1507.56
2025-10-30 14:27:28.192771084,Lucknow,Ginger Chai,Medium,Store,23,55,1307.45,3.9,0,535.62
2025-11-01 01:32:31.807228916,Pune,Ginger Chai,Large,Store,112,70,8785.77,4.5,0,2849.99
2025-11-02 12:37:35.421686748,Mumbai,Kashmiri Chai,Medium,Store,172,55,8709.13,3.7,0,2964.06
2025-11-03 23:42:39.036144580,Bengaluru,Tandoori Chai,Small,Store,160,40,7079.22,4.5,5,2215.81
2025-11-05 10:47:42.650602412,Delhi,Ginger Chai,Medium,Store,35,55,1904.69,3.6,0,511.76
2025-11-06 21:52:46.265060240,Jaipur,Tandoori Chai,Small,Store,127,40,4981.06,4.5,0,1684.67
2025-11-08 08:57:49.879518072,Delhi,Ginger Chai,Small,Online Order,145,40,6637.33,3.5,5,1823.05
2025-11-09 20:02:53.493975904,Delhi,Ginger Chai,Small,Store,74,40,2812.64,3.9,0,808.2
2025-11-11 07:07:57.108433736,Bengaluru,Elaichi Chai,Small,Delivery,53,40,2275.39,5.0,0,611.64
2025-11-12 18:13:00.722891568,Delhi,Ginger Chai,Small,Delivery,177,40,7825.95,5.0,0,2514.75
2025-11-14 05:18:04.337349400,Mumbai,Masala Chai,Small,Store,32,40,1165.18,4.0,15,397.64
2025-11-15 16:23:07.951807228,Mumbai,Kashmiri Chai,Medium,Delivery,160,55,9394.85,4.4,10,2581.32
2025-11-17 03:28:11.566265060,Lucknow,Kashmiri Chai,Small,Store,37,40,1684.07,4.7,5,499.91
2025-11-18 14:33:15.180722892,Pune,Tandoori Chai,Small,Online Order,179,40,6666.35,4.5,0,2523.45
2025-11-20 01:38:18.795180724,Jaipur,Ginger Chai,Large,Store,115,70,9048.65,4.1,20,2093.27
2025-11-21 12:43:22.409638556,Delhi,Masala Chai,Medium,Store,142,55,8190.3,3.9,10,3165.16
2025-11-22 23:48:26.024096388,Delhi,Tandoori Chai,Medium,Store,58,55,3362.74,4.6,0,1190.54
2025-11-24 10:53:29.638554216,Bengaluru,Elaichi Chai,Small,Online Order,65,40,2738.41,4.7,15,790.28
2025-11-25 21:58:33.253012048,Pune,Tandoori Chai,Small,Store,48,40,1871.44,5.0,0,676.65
2025-11-27 09:03:36.867469880,Mumbai,Tandoori Chai,Small,Delivery,81,40,3673.51,3.4,5,988.35
2025-11-28 20:08:40.481927712,Jaipur,Ginger Chai,Small,Store,35,40,1591.57,3.6,10,533.85
2025-11-30 07:13:44.096385544,Lucknow,Elaichi Chai,Small,Delivery,140,40,5915.43,4.7,0,1908.44
2025-12-01 18:18:47.710843376,Mumbai,Tandoori Chai,Small,Store,29,40,1271.19,3.5,20,436.72
2025-12-03 05:23:51.325301204,Pune,Masala Chai,Small,Online Order,177,40,7455.7,4.8,10,1904.14
2025-12-04 16:28:54.939759036,Lucknow,Masala Chai,Small,Store,172,40,7025.17,4.1,5,2345.28
2025-12-06 03:33:58.554216868,Bengaluru,Kashmiri Chai,Medium,Store,122,55,7147.53,4.0,0,2641.89
2025-12-07 14:39:02.168674700,Bengaluru,Elaichi Chai,Small,Store,103,40,4277.59,4.3,0,1097.96
2025-12-09 01:44:05.783132532,Delhi,Elaichi Chai,Medium,Store,152,55,8772.72,3.6,0,2831.3
2025-12-10 12:49:09.397590364,Pune,Kashmiri Chai,Medium,Delivery,84,55,5063.33,4.6,10,1806.97
2025-12-11 23:54:13.012048192,Jaipur,Tandoori Chai,Medium,Store,22,55,1234.47,5.0,0,511.16
2025-12-13 10:59:16.626506024,Lucknow,Elaichi Chai,Small,Delivery,161,40,5861.61,4.6,5,1740.9
2025-12-14 22:04:20.240963856,Mumbai,Masala Chai,Medium,Store,139,55,7193.94,4.1,10,2652.74
